asn|vendor_id|sku_id|po_number|ordered_quantity|order_date|received_quantity|operation
asn1892||sku1892|po_1892|3784.5|2027-04-26|1137.2|INSERT
asn1893||sku1893|po_1893|3786.5|2027-04-27|1137.8|INSERT
asn1894||sku1894|po_1894|3788.5|2027-04-28|1138.4|INSERT
asn1895||sku1895|po_1895|3790.5|2027-04-29|1139|INSERT
asn1896||sku1896|po_1896|3792.5|2027-04-30|1139.6|INSERT
asn1897||sku1897|po_1897|3794.5|2027-05-01|1140.2|INSERT
asn1898||sku1898|po_1898|3796.5|2027-05-02|1140.8|INSERT
asn1899||sku1899|po_1899|3798.5|2027-05-03|1141.4|INSERT
asn1900||sku1900|po_1900|3800.5|2027-05-04|1142|INSERT
asn1901||sku1901|po_1901|3802.5|2027-05-05|1142.6|INSERT
asn1902||sku1902|po_1902|3804.5|2027-05-06|1143.2|INSERT
asn1903||sku1903|po_1903|3806.5|2027-05-07|1143.8|INSERT
asn1904||sku1904|po_1904|3808.5|2027-05-08|1144.4|INSERT
asn1905||sku1905|po_1905|3810.5|2027-05-09|1145|INSERT
asn1906||sku1906|po_1906|3812.5|2027-05-10|1145.6|INSERT
asn1907||sku1907|po_1907|3814.5|2027-05-11|1146.2|INSERT
asn1908||sku1908|po_1908|3816.5|2027-05-12|1146.8|INSERT
asn1909||sku1909|po_1909|3818.5|2027-05-13|1147.4|INSERT
asn1910||sku1910|po_1910|3820.5|2027-05-14|1148|INSERT
asn1911||sku1911|po_1911|3822.5|2027-05-15|1148.6|INSERT
asn1912||sku1912|po_1912|3824.5|2027-05-16|1149.2|INSERT
asn1913||sku1913|po_1913|3826.5|2027-05-17|1149.8|INSERT
asn1914||sku1914|po_1914|3828.5|2027-05-18|1150.4|INSERT
asn1915||sku1915|po_1915|3830.5|2027-05-19|1151|INSERT
asn1916||sku1916|po_1916|3832.5|2027-05-20|1151.6|INSERT
asn1917||sku1917|po_1917|3834.5|2027-05-21|1152.2|INSERT
asn1918||sku1918|po_1918|3836.5|2027-05-22|1152.8|INSERT
asn1919||sku1919|po_1919|3838.5|2027-05-23|1153.4|INSERT
asn1920||sku1920|po_1920|3840.5|2027-05-24|1154|INSERT
asn1921||sku1921|po_1921|3842.5|2027-05-25|1154.6|INSERT
asn1922||sku1922|po_1922|3844.5|2027-05-26|1155.2|INSERT
asn1923||sku1923|po_1923|3846.5|2027-05-27|1155.8|INSERT
asn1924||sku1924|po_1924|3848.5|2027-05-28|1156.4|INSERT
asn1925||sku1925|po_1925|3850.5|2027-05-29|1157|INSERT
asn1926||sku1926|po_1926|3852.5|2027-05-30|1157.6|INSERT
asn1927||sku1927|po_1927|3854.5|2027-05-31|1158.2|INSERT
asn1928||sku1928|po_1928|3856.5|2027-06-01|1158.8|INSERT
asn1929||sku1929|po_1929|3858.5|2027-06-02|1159.4|INSERT
asn1930||sku1930|po_1930|3860.5|2027-06-03|1160|INSERT
asn1931||sku1931|po_1931|3862.5|2027-06-04|1160.6|INSERT
asn1932||sku1932|po_1932|3864.5|2027-06-05|1161.2|INSERT
asn1933||sku1933|po_1933|3866.5|2027-06-06|1161.8|INSERT
asn1934||sku1934|po_1934|3868.5|2027-06-07|1162.4|INSERT
asn1935||sku1935|po_1935|3870.5|2027-06-08|1163|INSERT
asn1936||sku1936|po_1936|3872.5|2027-06-09|1163.6|INSERT
asn1937||sku1937|po_1937|3874.5|2027-06-10|1164.2|INSERT
asn1938||sku1938|po_1938|3876.5|2027-06-11|1164.8|INSERT
asn1939||sku1939|po_1939|3878.5|2027-06-12|1165.4|INSERT
asn1940||sku1940|po_1940|3880.5|2027-06-13|1166|INSERT
asn1941||sku1941|po_1941|3882.5|2027-06-14|1166.6|INSERT
asn1942||sku1942|po_1942|3884.5|2027-06-15|1167.2|INSERT
asn1943||sku1943|po_1943|3886.5|2027-06-16|1167.8|INSERT
asn1944||sku1944|po_1944|3888.5|2027-06-17|1168.4|INSERT
asn1945||sku1945|po_1945|3890.5|2027-06-18|1169|INSERT
asn1946||sku1946|po_1946|3892.5|2027-06-19|1169.6|INSERT
asn1947||sku1947|po_1947|3894.5|2027-06-20|1170.2|INSERT
asn1948||sku1948|po_1948|3896.5|2027-06-21|1170.8|INSERT
asn1949||sku1949|po_1949|3898.5|2027-06-22|1171.4|INSERT
asn1950||sku1950|po_1950|3900.5|2027-06-23|1172|INSERT
asn1951||sku1951|po_1951|3902.5|2027-06-24|1172.6|INSERT
asn1952||sku1952|po_1952|3904.5|2027-06-25|1173.2|INSERT
asn1953||sku1953|po_1953|3906.5|2027-06-26|1173.8|INSERT
asn1954||sku1954|po_1954|3908.5|2027-06-27|1174.4|INSERT
asn1955||sku1955|po_1955|3910.5|2027-06-28|1175|INSERT
asn1956||sku1956|po_1956|3912.5|2027-06-29|1175.6|INSERT
asn1957||sku1957|po_1957|3914.5|2027-06-30|1176.2|INSERT
asn1958||sku1958|po_1958|3916.5|2027-07-01|1176.8|INSERT
asn1959||sku1959|po_1959|3918.5|2027-07-02|1177.4|INSERT
asn1960||sku1960|po_1960|3920.5|2027-07-03|1178|INSERT
asn1961||sku1961|po_1961|3922.5|2027-07-04|1178.6|INSERT
asn1962||sku1962|po_1962|3924.5|2027-07-05|1179.2|INSERT
asn1963||sku1963|po_1963|3926.5|2027-07-06|1179.8|INSERT
asn1964||sku1964|po_1964|3928.5|2027-07-07|1180.4|INSERT
asn1965||sku1965|po_1965|3930.5|2027-07-08|1181|INSERT
asn1966||sku1966|po_1966|3932.5|2027-07-09|1181.6|INSERT
asn1967||sku1967|po_1967|3934.5|2027-07-10|1182.2|INSERT
asn1968||sku1968|po_1968|3936.5|2027-07-11|1182.8|INSERT
asn1969||sku1969|po_1969|3938.5|2027-07-12|1183.4|INSERT
asn1970||sku1970|po_1970|3940.5|2027-07-13|1184|INSERT
asn1971||sku1971|po_1971|3942.5|2027-07-14|1184.6|INSERT
asn1972||sku1972|po_1972|3944.5|2027-07-15|1185.2|INSERT
asn1973||sku1973|po_1973|3946.5|2027-07-16|1185.8|INSERT
asn1974||sku1974|po_1974|3948.5|2027-07-17|1186.4|INSERT
asn1975||sku1975|po_1975|3950.5|2027-07-18|1187|INSERT
asn1976||sku1976|po_1976|3952.5|2027-07-19|1187.6|INSERT
asn1977||sku1977|po_1977|3954.5|2027-07-20|1188.2|INSERT
asn1978||sku1978|po_1978|3956.5|2027-07-21|1188.8|INSERT
asn1979||sku1979|po_1979|3958.5|2027-07-22|1189.4|INSERT
asn1980||sku1980|po_1980|3960.5|2027-07-23|1190|INSERT
asn1981||sku1981|po_1981|3962.5|2027-07-24|1190.6|INSERT
asn1982||sku1982|po_1982|3964.5|2027-07-25|1191.2|INSERT
asn1983||sku1983|po_1983|3966.5|2027-07-26|1191.8|INSERT
asn1984||sku1984|po_1984|3968.5|2027-07-27|1192.4|INSERT
asn1985||sku1985|po_1985|3970.5|2027-07-28|1193|INSERT
asn1986||sku1986|po_1986|3972.5|2027-07-29|1193.6|INSERT
asn1987||sku1987|po_1987|3974.5|2027-07-30|1194.2|INSERT
asn1988||sku1988|po_1988|3976.5|2027-07-31|1194.8|INSERT
asn1989||sku1989|po_1989|3978.5|2027-08-01|1195.4|INSERT
asn1990||sku1990|po_1990|3980.5|2027-08-02|1196|INSERT
asn1991||sku1991|po_1991|3982.5|2027-08-03|1196.6|INSERT
asn1992||sku1992|po_1992|3984.5|2027-08-04|1197.2|INSERT
asn1993||sku1993|po_1993|3986.5|2027-08-05|1197.8|INSERT
asn1994||sku1994|po_1994|3988.5|2027-08-06|1198.4|INSERT
asn1995||sku1995|po_1995|3990.5|2027-08-07|1199|INSERT
asn1996||sku1996|po_1996|3992.5|2027-08-08|1199.6|INSERT
asn1997||sku1997|po_1997|3994.5|2027-08-09|1200.2|INSERT
asn1998||sku1998|po_1998|3996.5|2027-08-10|1200.8|INSERT
asn1999||sku1999|po_1999|3998.5|2027-08-11|1201.4|INSERT
asn2000||sku2000|po_2000|4000.5|2027-08-12|1202|INSERT
asn2001||sku2001|po_2001|4002.5|2027-08-13|1202.6|INSERT
asn2002||sku2002|po_2002|4004.5|2027-08-14|1203.2|INSERT
asn2003||sku2003|po_2003|4006.5|2027-08-15|1203.8|INSERT
asn2004||sku2004|po_2004|4008.5|2027-08-16|1204.4|INSERT
asn2005||sku2005|po_2005|4010.5|2027-08-17|1205|INSERT
asn2006||sku2006|po_2006|4012.5|2027-08-18|1205.6|INSERT
asn2007||sku2007|po_2007|4014.5|2027-08-19|1206.2|INSERT
asn2008||sku2008|po_2008|4016.5|2027-08-20|1206.8|INSERT
asn2009||sku2009|po_2009|4018.5|2027-08-21|1207.4|INSERT
asn2010||sku2010|po_2010|4020.5|2027-08-22|1208|INSERT
asn2011||sku2011|po_2011|4022.5|2027-08-23|1208.6|INSERT
asn2012||sku2012|po_2012|4024.5|2027-08-24|1209.2|INSERT
asn2013||sku2013|po_2013|4026.5|2027-08-25|1209.8|INSERT
asn2014||sku2014|po_2014|4028.5|2027-08-26|1210.4|INSERT
asn2015||sku2015|po_2015|4030.5|2027-08-27|1211|INSERT
asn2016||sku2016|po_2016|4032.5|2027-08-28|1211.6|INSERT
asn2017||sku2017|po_2017|4034.5|2027-08-29|1212.2|INSERT
asn2018||sku2018|po_2018|4036.5|2027-08-30|1212.8|INSERT
asn2019||sku2019|po_2019|4038.5|2027-08-31|1213.4|INSERT
asn2020||sku2020|po_2020|4040.5|2027-09-01|1214|INSERT
asn2021||sku2021|po_2021|4042.5|2027-09-02|1214.6|INSERT
asn2022||sku2022|po_2022|4044.5|2027-09-03|1215.2|INSERT
asn2023||sku2023|po_2023|4046.5|2027-09-04|1215.8|INSERT
asn2024||sku2024|po_2024|4048.5|2027-09-05|1216.4|INSERT
asn2025||sku2025|po_2025|4050.5|2027-09-06|1217|INSERT
asn2026||sku2026|po_2026|4052.5|2027-09-07|1217.6|INSERT
asn2027||sku2027|po_2027|4054.5|2027-09-08|1218.2|INSERT
asn2028||sku2028|po_2028|4056.5|2027-09-09|1218.8|INSERT
asn2029||sku2029|po_2029|4058.5|2027-09-10|1219.4|INSERT
asn2030||sku2030|po_2030|4060.5|2027-09-11|1220|INSERT
asn2031||sku2031|po_2031|4062.5|2027-09-12|1220.6|INSERT
asn2032||sku2032|po_2032|4064.5|2027-09-13|1221.2|INSERT
asn2033||sku2033|po_2033|4066.5|2027-09-14|1221.8|INSERT
asn2034||sku2034|po_2034|4068.5|2027-09-15|1222.4|INSERT
asn2035||sku2035|po_2035|4070.5|2027-09-16|1223|INSERT
asn2036||sku2036|po_2036|4072.5|2027-09-17|1223.6|INSERT
asn2037||sku2037|po_2037|4074.5|2027-09-18|1224.2|INSERT
asn2038||sku2038|po_2038|4076.5|2027-09-19|1224.8|INSERT
asn2039||sku2039|po_2039|4078.5|2027-09-20|1225.4|INSERT
asn2040||sku2040|po_2040|4080.5|2027-09-21|1226|INSERT
asn2041||sku2041|po_2041|4082.5|2027-09-22|1226.6|INSERT
asn2042||sku2042|po_2042|4084.5|2027-09-23|1227.2|INSERT
asn2043||sku2043|po_2043|4086.5|2027-09-24|1227.8|INSERT
asn2044||sku2044|po_2044|4088.5|2027-09-25|1228.4|INSERT
asn2045||sku2045|po_2045|4090.5|2027-09-26|1229|INSERT
asn2046||sku2046|po_2046|4092.5|2027-09-27|1229.6|INSERT
asn2047||sku2047|po_2047|4094.5|2027-09-28|1230.2|INSERT
asn2048||sku2048|po_2048|4096.5|2027-09-29|1230.8|INSERT
asn2049||sku2049|po_2049|4098.5|2027-09-30|1231.4|INSERT
asn2050||sku2050|po_2050|4100.5|2027-10-01|1232|INSERT
asn2051||sku2051|po_2051|4102.5|2027-10-02|1232.6|INSERT
asn2052||sku2052|po_2052|4104.5|2027-10-03|1233.2|INSERT
asn2053||sku2053|po_2053|4106.5|2027-10-04|1233.8|INSERT
asn2054||sku2054|po_2054|4108.5|2027-10-05|1234.4|INSERT
asn2055||sku2055|po_2055|4110.5|2027-10-06|1235|INSERT
asn2056||sku2056|po_2056|4112.5|2027-10-07|1235.6|INSERT
asn2057||sku2057|po_2057|4114.5|2027-10-08|1236.2|INSERT
asn2058||sku2058|po_2058|4116.5|2027-10-09|1236.8|INSERT
asn2059||sku2059|po_2059|4118.5|2027-10-10|1237.4|INSERT
asn2060||sku2060|po_2060|4120.5|2027-10-11|1238|INSERT
asn2061||sku2061|po_2061|4122.5|2027-10-12|1238.6|INSERT
asn2062||sku2062|po_2062|4124.5|2027-10-13|1239.2|INSERT
asn2063||sku2063|po_2063|4126.5|2027-10-14|1239.8|INSERT
asn2064||sku2064|po_2064|4128.5|2027-10-15|1240.4|INSERT
asn2065||sku2065|po_2065|4130.5|2027-10-16|1241|INSERT
asn2066||sku2066|po_2066|4132.5|2027-10-17|1241.6|INSERT
asn2067||sku2067|po_2067|4134.5|2027-10-18|1242.2|INSERT
asn2068||sku2068|po_2068|4136.5|2027-10-19|1242.8|INSERT
asn2069||sku2069|po_2069|4138.5|2027-10-20|1243.4|INSERT
asn2070||sku2070|po_2070|4140.5|2027-10-21|1244|INSERT
asn2071||sku2071|po_2071|4142.5|2027-10-22|1244.6|INSERT
asn2072||sku2072|po_2072|4144.5|2027-10-23|1245.2|INSERT
asn2073||sku2073|po_2073|4146.5|2027-10-24|1245.8|INSERT
asn2074||sku2074|po_2074|4148.5|2027-10-25|1246.4|INSERT
asn2075||sku2075|po_2075|4150.5|2027-10-26|1247|INSERT
asn2076||sku2076|po_2076|4152.5|2027-10-27|1247.6|INSERT
asn2077||sku2077|po_2077|4154.5|2027-10-28|1248.2|INSERT
asn2078||sku2078|po_2078|4156.5|2027-10-29|1248.8|INSERT
asn2079||sku2079|po_2079|4158.5|2027-10-30|1249.4|INSERT
asn2080||sku2080|po_2080|4160.5|2027-10-31|1250|INSERT
asn2081||sku2081|po_2081|4162.5|2027-11-01|1250.6|INSERT
asn2082||sku2082|po_2082|4164.5|2027-11-02|1251.2|INSERT
asn2083||sku2083|po_2083|4166.5|2027-11-03|1251.8|INSERT
asn2084||sku2084|po_2084|4168.5|2027-11-04|1252.4|INSERT
asn2085||sku2085|po_2085|4170.5|2027-11-05|1253|INSERT
asn2086||sku2086|po_2086|4172.5|2027-11-06|1253.6|INSERT
asn2087||sku2087|po_2087|4174.5|2027-11-07|1254.2|INSERT
asn2088||sku2088|po_2088|4176.5|2027-11-08|1254.8|INSERT
asn2089||sku2089|po_2089|4178.5|2027-11-09|1255.4|INSERT
asn2090||sku2090|po_2090|4180.5|2027-11-10|1256|INSERT
asn2091||sku2091|po_2091|4182.5|2027-11-11|1256.6|INSERT
asn2092||sku2092|po_2092|4184.5|2027-11-12|1257.2|INSERT
asn2093||sku2093|po_2093|4186.5|2027-11-13|1257.8|INSERT
asn2094||sku2094|po_2094|4188.5|2027-11-14|1258.4|INSERT
asn2095||sku2095|po_2095|4190.5|2027-11-15|1259|INSERT
asn2096||sku2096|po_2096|4192.5|2027-11-16|1259.6|INSERT
asn2097||sku2097|po_2097|4194.5|2027-11-17|1260.2|INSERT
asn2098||sku2098|po_2098|4196.5|2027-11-18|1260.8|INSERT
asn2099||sku2099|po_2099|4198.5|2027-11-19|1261.4|INSERT
asn2100||sku2100|po_2100|4200.5|2027-11-20|1262|INSERT
asn2101||sku2101|po_2101|4202.5|2027-11-21|1262.6|INSERT
asn2102||sku2102|po_2102|4204.5|2027-11-22|1263.2|INSERT
asn2103||sku2103|po_2103|4206.5|2027-11-23|1263.8|INSERT
asn2104||sku2104|po_2104|4208.5|2027-11-24|1264.4|INSERT
asn2105||sku2105|po_2105|4210.5|2027-11-25|1265|INSERT
asn2106||sku2106|po_2106|4212.5|2027-11-26|1265.6|INSERT
asn2107||sku2107|po_2107|4214.5|2027-11-27|1266.2|INSERT
asn2108||sku2108|po_2108|4216.5|2027-11-28|1266.8|INSERT
asn2109||sku2109|po_2109|4218.5|2027-11-29|1267.4|INSERT
asn2110||sku2110|po_2110|4220.5|2027-11-30|1268|INSERT
asn2111||sku2111|po_2111|4222.5|2027-12-01|1268.6|INSERT
asn2112||sku2112|po_2112|4224.5|2027-12-02|1269.2|INSERT
asn2113||sku2113|po_2113|4226.5|2027-12-03|1269.8|INSERT
asn2114||sku2114|po_2114|4228.5|2027-12-04|1270.4|INSERT
asn2115||sku2115|po_2115|4230.5|2027-12-05|1271|INSERT
asn2116||sku2116|po_2116|4232.5|2027-12-06|1271.6|INSERT
asn2117||sku2117|po_2117|4234.5|2027-12-07|1272.2|INSERT
asn2118||sku2118|po_2118|4236.5|2027-12-08|1272.8|INSERT
asn2119||sku2119|po_2119|4238.5|2027-12-09|1273.4|INSERT
asn2120||sku2120|po_2120|4240.5|2027-12-10|1274|INSERT
asn2121||sku2121|po_2121|4242.5|2027-12-11|1274.6|INSERT
asn2122||sku2122|po_2122|4244.5|2027-12-12|1275.2|INSERT
asn2123||sku2123|po_2123|4246.5|2027-12-13|1275.8|INSERT
asn2124||sku2124|po_2124|4248.5|2027-12-14|1276.4|INSERT
asn2125||sku2125|po_2125|4250.5|2027-12-15|1277|INSERT
asn2126||sku2126|po_2126|4252.5|2027-12-16|1277.6|INSERT
asn2127||sku2127|po_2127|4254.5|2027-12-17|1278.2|INSERT
asn2128||sku2128|po_2128|4256.5|2027-12-18|1278.8|INSERT
asn2129||sku2129|po_2129|4258.5|2027-12-19|1279.4|INSERT
asn2130||sku2130|po_2130|4260.5|2027-12-20|1280|INSERT
asn2131||sku2131|po_2131|4262.5|2027-12-21|1280.6|INSERT
asn2132||sku2132|po_2132|4264.5|2027-12-22|1281.2|INSERT
asn2133||sku2133|po_2133|4266.5|2027-12-23|1281.8|INSERT
asn2134||sku2134|po_2134|4268.5|2027-12-24|1282.4|INSERT
asn2135||sku2135|po_2135|4270.5|2027-12-25|1283|INSERT
asn2136||sku2136|po_2136|4272.5|2027-12-26|1283.6|INSERT
asn2137||sku2137|po_2137|4274.5|2027-12-27|1284.2|INSERT
asn2138||sku2138|po_2138|4276.5|2027-12-28|1284.8|INSERT
asn2139||sku2139|po_2139|4278.5|2027-12-29|1285.4|INSERT
asn2140||sku2140|po_2140|4280.5|2027-12-30|1286|INSERT
asn2141||sku2141|po_2141|4282.5|2027-12-31|1286.6|INSERT
asn2142||sku2142|po_2142|4284.5|2028-01-01|1287.2|INSERT
asn2143||sku2143|po_2143|4286.5|2028-01-02|1287.8|INSERT
asn2144||sku2144|po_2144|4288.5|2028-01-03|1288.4|INSERT
asn2145||sku2145|po_2145|4290.5|2028-01-04|1289|INSERT
asn2146||sku2146|po_2146|4292.5|2028-01-05|1289.6|INSERT
asn2147||sku2147|po_2147|4294.5|2028-01-06|1290.2|INSERT
asn2148||sku2148|po_2148|4296.5|2028-01-07|1290.8|INSERT
asn2149||sku2149|po_2149|4298.5|2028-01-08|1291.4|INSERT
asn2150||sku2150|po_2150|4300.5|2028-01-09|1292|INSERT
asn2151||sku2151|po_2151|4302.5|2028-01-10|1292.6|INSERT
asn2152||sku2152|po_2152|4304.5|2028-01-11|1293.2|INSERT
asn2153||sku2153|po_2153|4306.5|2028-01-12|1293.8|INSERT
asn2154||sku2154|po_2154|4308.5|2028-01-13|1294.4|INSERT
asn2155||sku2155|po_2155|4310.5|2028-01-14|1295|INSERT
asn2156||sku2156|po_2156|4312.5|2028-01-15|1295.6|INSERT
asn2157||sku2157|po_2157|4314.5|2028-01-16|1296.2|INSERT
asn2158||sku2158|po_2158|4316.5|2028-01-17|1296.8|INSERT
asn2159||sku2159|po_2159|4318.5|2028-01-18|1297.4|INSERT
asn2160||sku2160|po_2160|4320.5|2028-01-19|1298|INSERT
asn2161||sku2161|po_2161|4322.5|2028-01-20|1298.6|INSERT
asn2162||sku2162|po_2162|4324.5|2028-01-21|1299.2|INSERT
asn2163||sku2163|po_2163|4326.5|2028-01-22|1299.8|INSERT
asn2164||sku2164|po_2164|4328.5|2028-01-23|1300.4|INSERT
asn2165||sku2165|po_2165|4330.5|2028-01-24|1301|INSERT
asn2166||sku2166|po_2166|4332.5|2028-01-25|1301.6|INSERT
asn2167||sku2167|po_2167|4334.5|2028-01-26|1302.2|INSERT
asn2168||sku2168|po_2168|4336.5|2028-01-27|1302.8|INSERT
asn2169||sku2169|po_2169|4338.5|2028-01-28|1303.4|INSERT
asn2170||sku2170|po_2170|4340.5|2028-01-29|1304|INSERT
asn2171||sku2171|po_2171|4342.5|2028-01-30|1304.6|INSERT
asn2172||sku2172|po_2172|4344.5|2028-01-31|1305.2|INSERT
asn2173||sku2173|po_2173|4346.5|2028-02-01|1305.8|INSERT
asn2174||sku2174|po_2174|4348.5|2028-02-02|1306.4|INSERT
asn2175||sku2175|po_2175|4350.5|2028-02-03|1307|INSERT
asn2176||sku2176|po_2176|4352.5|2028-02-04|1307.6|INSERT
asn2177||sku2177|po_2177|4354.5|2028-02-05|1308.2|INSERT
asn2178||sku2178|po_2178|4356.5|2028-02-06|1308.8|INSERT
asn2179||sku2179|po_2179|4358.5|2028-02-07|1309.4|INSERT
asn2180||sku2180|po_2180|4360.5|2028-02-08|1310|INSERT
asn2181||sku2181|po_2181|4362.5|2028-02-09|1310.6|INSERT
asn2182||sku2182|po_2182|4364.5|2028-02-10|1311.2|INSERT
asn2183||sku2183|po_2183|4366.5|2028-02-11|1311.8|INSERT
asn2184||sku2184|po_2184|4368.5|2028-02-12|1312.4|INSERT
asn2185||sku2185|po_2185|4370.5|2028-02-13|1313|INSERT
asn2186||sku2186|po_2186|4372.5|2028-02-14|1313.6|INSERT
asn2187||sku2187|po_2187|4374.5|2028-02-15|1314.2|INSERT
asn2188||sku2188|po_2188|4376.5|2028-02-16|1314.8|INSERT
asn2189||sku2189|po_2189|4378.5|2028-02-17|1315.4|INSERT
asn2190||sku2190|po_2190|4380.5|2028-02-18|1316|INSERT
asn2191||sku2191|po_2191|4382.5|2028-02-19|1316.6|INSERT
asn2192||sku2192|po_2192|4384.5|2028-02-20|1317.2|INSERT
asn2193||sku2193|po_2193|4386.5|2028-02-21|1317.8|INSERT
asn2194||sku2194|po_2194|4388.5|2028-02-22|1318.4|INSERT
asn2195||sku2195|po_2195|4390.5|2028-02-23|1319|INSERT
asn2196||sku2196|po_2196|4392.5|2028-02-24|1319.6|INSERT
asn2197||sku2197|po_2197|4394.5|2028-02-25|1320.2|INSERT
asn2198||sku2198|po_2198|4396.5|2028-02-26|1320.8|INSERT
asn2199||sku2199|po_2199|4398.5|2028-02-27|1321.4|INSERT
asn2200||sku2200|po_2200|4400.5|2028-02-28|1322|INSERT
asn2201||sku2201|po_2201|4402.5|2028-02-29|1322.6|INSERT
asn2202||sku2202|po_2202|4404.5|2028-03-01|1323.2|INSERT
asn2203||sku2203|po_2203|4406.5|2028-03-02|1323.8|INSERT
asn2204||sku2204|po_2204|4408.5|2028-03-03|1324.4|INSERT
asn2205||sku2205|po_2205|4410.5|2028-03-04|1325|INSERT
asn2206||sku2206|po_2206|4412.5|2028-03-05|1325.6|INSERT
asn2207||sku2207|po_2207|4414.5|2028-03-06|1326.2|INSERT
asn2208||sku2208|po_2208|4416.5|2028-03-07|1326.8|INSERT
asn2209||sku2209|po_2209|4418.5|2028-03-08|1327.4|INSERT
asn2210||sku2210|po_2210|4420.5|2028-03-09|1328|INSERT
asn2211||sku2211|po_2211|4422.5|2028-03-10|1328.6|INSERT
asn2212||sku2212|po_2212|4424.5|2028-03-11|1329.2|INSERT
asn2213||sku2213|po_2213|4426.5|2028-03-12|1329.8|INSERT
asn2214||sku2214|po_2214|4428.5|2028-03-13|1330.4|INSERT
asn2215||sku2215|po_2215|4430.5|2028-03-14|1331|INSERT
asn2216||sku2216|po_2216|4432.5|2028-03-15|1331.6|INSERT
asn2217||sku2217|po_2217|4434.5|2028-03-16|1332.2|INSERT
asn2218||sku2218|po_2218|4436.5|2028-03-17|1332.8|INSERT
asn2219||sku2219|po_2219|4438.5|2028-03-18|1333.4|INSERT
asn2220||sku2220|po_2220|4440.5|2028-03-19|1334|INSERT
asn2221||sku2221|po_2221|4442.5|2028-03-20|1334.6|INSERT
asn2222||sku2222|po_2222|4444.5|2028-03-21|1335.2|INSERT
asn2223||sku2223|po_2223|4446.5|2028-03-22|1335.8|INSERT
asn2224||sku2224|po_2224|4448.5|2028-03-23|1336.4|INSERT
asn2225||sku2225|po_2225|4450.5|2028-03-24|1337|INSERT
asn2226||sku2226|po_2226|4452.5|2028-03-25|1337.6|INSERT
asn2227||sku2227|po_2227|4454.5|2028-03-26|1338.2|INSERT
asn2228||sku2228|po_2228|4456.5|2028-03-27|1338.8|INSERT
asn2229||sku2229|po_2229|4458.5|2028-03-28|1339.4|INSERT
asn2230||sku2230|po_2230|4460.5|2028-03-29|1340|INSERT
asn2231||sku2231|po_2231|4462.5|2028-03-30|1340.6|INSERT
asn2232||sku2232|po_2232|4464.5|2028-03-31|1341.2|INSERT
asn2233||sku2233|po_2233|4466.5|2028-04-01|1341.8|INSERT
asn2234||sku2234|po_2234|4468.5|2028-04-02|1342.4|INSERT
asn2235||sku2235|po_2235|4470.5|2028-04-03|1343|INSERT
asn2236||sku2236|po_2236|4472.5|2028-04-04|1343.6|INSERT
asn2237||sku2237|po_2237|4474.5|2028-04-05|1344.2|INSERT
asn2238||sku2238|po_2238|4476.5|2028-04-06|1344.8|INSERT
asn2239||sku2239|po_2239|4478.5|2028-04-07|1345.4|INSERT
asn2240||sku2240|po_2240|4480.5|2028-04-08|1346|INSERT
asn2241||sku2241|po_2241|4482.5|2028-04-09|1346.6|INSERT
asn2242||sku2242|po_2242|4484.5|2028-04-10|1347.2|INSERT
asn2243||sku2243|po_2243|4486.5|2028-04-11|1347.8|INSERT
asn2244||sku2244|po_2244|4488.5|2028-04-12|1348.4|INSERT
asn2245||sku2245|po_2245|4490.5|2028-04-13|1349|INSERT
asn2246||sku2246|po_2246|4492.5|2028-04-14|1349.6|INSERT
asn2247||sku2247|po_2247|4494.5|2028-04-15|1350.2|INSERT
asn2248||sku2248|po_2248|4496.5|2028-04-16|1350.8|INSERT
asn2249||sku2249|po_2249|4498.5|2028-04-17|1351.4|INSERT
asn2250||sku2250|po_2250|4500.5|2028-04-18|1352|INSERT
asn2251||sku2251|po_2251|4502.5|2028-04-19|1352.6|INSERT
asn2252||sku2252|po_2252|4504.5|2028-04-20|1353.2|INSERT
asn2253||sku2253|po_2253|4506.5|2028-04-21|1353.8|INSERT
asn2254||sku2254|po_2254|4508.5|2028-04-22|1354.4|INSERT
asn2255||sku2255|po_2255|4510.5|2028-04-23|1355|INSERT
asn2256||sku2256|po_2256|4512.5|2028-04-24|1355.6|INSERT
asn2257||sku2257|po_2257|4514.5|2028-04-25|1356.2|INSERT
asn2258||sku2258|po_2258|4516.5|2028-04-26|1356.8|INSERT
asn2259||sku2259|po_2259|4518.5|2028-04-27|1357.4|INSERT
asn2260||sku2260|po_2260|4520.5|2028-04-28|1358|INSERT
asn2261||sku2261|po_2261|4522.5|2028-04-29|1358.6|INSERT
asn2262||sku2262|po_2262|4524.5|2028-04-30|1359.2|INSERT
asn2263||sku2263|po_2263|4526.5|2028-05-01|1359.8|INSERT
asn2264||sku2264|po_2264|4528.5|2028-05-02|1360.4|INSERT
asn2265||sku2265|po_2265|4530.5|2028-05-03|1361|INSERT
asn2266||sku2266|po_2266|4532.5|2028-05-04|1361.6|INSERT
asn2267||sku2267|po_2267|4534.5|2028-05-05|1362.2|INSERT
asn2268||sku2268|po_2268|4536.5|2028-05-06|1362.8|INSERT
asn2269||sku2269|po_2269|4538.5|2028-05-07|1363.4|INSERT
asn2270||sku2270|po_2270|4540.5|2028-05-08|1364|INSERT
asn2271||sku2271|po_2271|4542.5|2028-05-09|1364.6|INSERT
asn2272||sku2272|po_2272|4544.5|2028-05-10|1365.2|INSERT
